,Name,Position,Salary,GameInfo,AvgPointsPerGame,teamAbbrev,fftoday,nfl,cbs,fleaflicker,espn,fox,fire,average
434,Dwayne Allen,TE,2500,Ind@Car 08:30PM ET,4.22,Ind,4.5,5.0,5.25,4.5,5.32,2.3,3.895,4.395
435,Kevin McDermott,TE,2500,Min@Chi 01:00PM ET,0.0,Min,,,,,,,,
436,Tim Wright,TE,2500,Det@KC 09:30AM ET,3.467,Det,2.0,,,,,0.11,,1.055
437,Michael Williams,TE,2500,Mia@NE 08:25PM ET,0.65,NE,,,,,,0.02,,0.02
438,Luke Willson,TE,2500,Sea@Dal 04:25PM ET,2.567,Sea,4.0,3.0,4.88,3.5,3.37,3.35,3.168,3.60971428571
439,Josh Hill,TE,2500,NYG@NO 01:00PM ET,2.729,NO,2.0,1.4,6.19,1.7,4.77,3.32,3.802,3.31171428571
440,James Winchester,TE,2500,Det@KC 09:30AM ET,0.0,KC,,,,,,,,
441,Jack Doyle,TE,2500,Ind@Car 08:30PM ET,1.414,Ind,,,,,1.06,0.04,,0.55
442,Vance McDonald,TE,2500,SF@StL 01:00PM ET,1.533,SF,,,2.66,,1.29,,1.626,1.85866666667
443,Justin Perillo,TE,2500,GB@Den 08:30PM ET,3.1,GB,,,,,,,,
444,Ryan Hewitt,TE,2500,Cin@Pit 01:00PM ET,0.433,Cin,,,2.49,,,0.31,,1.4
445,Levine Toilolo,TE,2500,TB@Atl 01:00PM ET,1.257,Atl,,4.6,5.87,5.3,,0.22,2.799,3.7578
446,Justice Cunningham,TE,2500,SF@StL 01:00PM ET,0.0,StL,,,,,,,,
447,Gavin Escobar,TE,2500,Sea@Dal 04:25PM ET,1.9,Dal,2.0,4.6,4.12,4.3,2.36,2.48,2.822,3.24028571429
448,Dion Sims,TE,2500,Mia@NE 08:25PM ET,4.667,Mia,,1.6,3.63,1.8,5.15,3.45,2.785,3.06916666667
449,Brandon Williams,TE,2500,Mia@NE 08:25PM ET,0.0,Mia,,,,,,,,
450,Cooper Helfet,TE,2500,Sea@Dal 04:25PM ET,0.0,Sea,,,,,,,,
451,Crockett Gillmore,TE,2500,SD@Bal 01:00PM ET,10.68,Bal,6.5,2.8,7.97,2.4,7.75,2.83,8.958,5.60114285714
452,Blake Bell,TE,2500,SF@StL 01:00PM ET,0.783,SF,,,,,,,,
453,James O'Shaughnessy,TE,2500,Det@KC 09:30AM ET,2.1,KC,,,3.68,,2.6,2.12,4.479,3.21975
454,MyCole Pruitt,TE,2500,Min@Chi 01:00PM ET,0.383,Min,,1.4,,1.7,,,,1.55
455,Cameron Brate,TE,2500,TB@Atl 01:00PM ET,0.825,TB,,,,,,,,
456,Will Tye,TE,2500,NYG@NO 01:00PM ET,3.25,NYG,,,,,4.02,,,4.02
457,Chase Ford,TE,2500,Min@Chi 01:00PM ET,0.0,Min,,1.6,,1.8,,,,1.7
458,C.J. Fiedorowicz,TE,2500,Ten@Hou 01:00PM ET,2.771,Hou,2.0,2.6,3.76,2.3,2.68,2.84,1.891,2.58157142857
459,Brian Parker,TE,2500,Det@KC 09:30AM ET,0.0,KC,,,,,,,,
460,Scott Simonson,TE,2500,Ind@Car 08:30PM ET,0.0,Car,,,,,,,,
461,Tyler Kroft,TE,2500,Cin@Pit 01:00PM ET,0.0,Cin,,1.4,,1.7,,,,1.55
462,C.J. Uzomah,TE,2500,Cin@Pit 01:00PM ET,0.0,Cin,,,,,,,,
463,Demetrius Harris,TE,2500,Det@KC 09:30AM ET,0.5,KC,,,,,,,,
464,Nick Boyle,TE,2500,SD@Bal 01:00PM ET,2.829,Bal,,2.6,2.99,2.3,,,,2.63
465,Kennard Backman,TE,2500,GB@Den 08:30PM ET,0.0,GB,,1.2,,1.6,,0.03,,0.943333333333
466,Troy Niklas,TE,2500,Ari@Cle 01:00PM ET,0.329,Ari,,,,,1.71,0.19,1.97,1.29
467,Phillip Supernaw,TE,2500,Ten@Hou 01:00PM ET,0.0,Ten,,,,,,,,
468,Maxx Williams,TE,2500,SD@Bal 01:00PM ET,3.8,Bal,,6.2,5.66,6.1,3.99,1.99,3.513,4.5755
469,Jesse James,TE,2500,Cin@Pit 01:00PM ET,0.0,Pit,,,,,,0.08,,0.08
470,Geoff Swaim,TE,2500,Sea@Dal 04:25PM ET,0.5,Dal,,,,,,,,
471,E.J. Bibbs,TE,2500,Ari@Cle 01:00PM ET,0.0,Cle,,,,,,,,
472,Khari Lee,TE,2500,Min@Chi 01:00PM ET,0.0,Chi,,,,,,,,
473,Bears ,DST,2400,Min@Chi 01:00PM ET,3.833,Chi,,,,,,,,
474,Buccaneers ,DST,2300,TB@Atl 01:00PM ET,7.167,TB,,,,,,,,
475,Raiders ,DST,2200,NYJ@Oak 04:05PM ET,6.5,Oak,,,,,,,,
476,Chargers ,DST,2200,SD@Bal 01:00PM ET,3.286,SD,,,,,,,,
477,Colts ,DST,2100,Ind@Car 08:30PM ET,5.714,Ind,,,,,,,,
478,49ers ,DST,2100,SF@StL 01:00PM ET,4.571,SF,,,,,,,,
479,Browns ,DST,2000,Ari@Cle 01:00PM ET,6.0,Cle,,,,,,,,
480,Saints ,DST,2000,NYG@NO 01:00PM ET,6.857,NO,,,,,,,,
